Peak,chr,start,end,FDR,Genes,Genes_n,Module
chr5:17219067-17219567,chr5,17219067,17219567,4.58618E-11,"BASP1, BASP1-AS1",2,sienna4
chr3:126113460-126113960,chr3,126113460,126113960,4.61639E-11,"CCDC37-DT, CFAP100",2,sienna4
chr11:17752520-17753020,chr11,17752520,17753020,4.63147E-11,"NCR3LG1, MYOD1, KCNC1",3,sienna4
chr1:55351426-55351926,chr1,55351426,55351926,4.80867E-11,DHCR24,1,sienna4
chr10:86350501-86351001,chr10,86350501,86351001,4.87528E-11,CDHR1,1,sienna4
chr2:80532360-80532860,chr2,80532360,80532860,5.36092E-11,LRRTM1,1,sienna4
chr15:74913402-74913902,chr15,74913402,74913902,5.39807E-11,SCAMP5,1,sienna4
chr12:119289612-119290112,chr12,119289612,119290112,5.47607E-11,SRRM4,1,sienna4
chr2:2511044-2511544,chr2,2511044,2511544,5.75257E-11,MYT1L,1,sienna4
chr15:28266767-28267267,chr15,28266767,28267267,5.75331E-11,HERC2,1,sienna4
chr12:2185323-2185823,chr12,2185323,2185823,5.76332E-11,CACNA1C,1,sienna4
chr3:186915025-186915525,chr3,186915025,186915525,5.76377E-11,RTP1,1,sienna4
chr3:44626084-44626584,chr3,44626084,44626584,5.78519E-11,ZNF660,1,sienna4
chr10:104813558-104814058,chr10,104813558,104814058,5.94838E-11,"TRIM8, ARL3, CNNM2, NT5C2, ATP5MD, NEURL1",6,sienna4
chr9:101471034-101471534,chr9,101471034,101471534,6.32113E-11,GABBR2,1,sienna4
chr3:50570692-50571192,chr3,50570692,50571192,6.42889E-11,"CACNA2D2, DOCK3",2,sienna4
chr3:50539787-50540287,chr3,50539787,50540287,6.57684E-11,"CACNA2D2, DOCK3",2,sienna4
chr15:27087430-27087930,chr15,27087430,27087930,6.75265E-11,"GABRB3, GABRG3",2,sienna4
chr3:126734042-126734542,chr3,126734042,126734542,6.79106E-11,CHCHD6,1,sienna4
chr16:58497339-58497839,chr16,58497339,58497839,6.96855E-11,NDRG4,1,sienna4
chr3:33318692-33319192,chr3,33318692,33319192,7.04938E-11,FBXL2,1,sienna4
chr15:63892875-63893375,chr15,63892875,63893375,7.04976E-11,USP3-AS1,1,sienna4
chr7:89840757-89841257,chr7,89840757,89841257,7.05422E-11,"STEAP2, STEAP2-AS1",2,sienna4
chr3:50540874-50541374,chr3,50540874,50541374,7.08592E-11,CACNA2D2,1,sienna4
chr12:81991938-81992438,chr12,81991938,81992438,7.16377E-11,PPFIA2,1,sienna4
chr3:71780368-71780868,chr3,71780368,71780868,7.23994E-11,EIF4E3,1,sienna4
chr12:6930389-6930889,chr12,6930389,6930889,7.37811E-11,GPR162,1,sienna4
chr1:38230602-38231102,chr1,38230602,38231102,7.55407E-11,EPHA10,1,sienna4
chrX:101396517-101397017,chrX,101396517,101397017,7.55725E-11,"TCEAL2, ARMCX5-GPRASP2",2,sienna4
chr3:62364014-62364514,chr3,62364014,62364514,7.56934E-11,FEZF2,1,sienna4
chr10:5045855-5046355,chr10,5045855,5046355,7.67029E-11,AKR1C2,1,sienna4
chr3:120627370-120627870,chr3,120627370,120627870,8.02866E-11,STXBP5L,1,sienna4
chr1:18482596-18483096,chr1,18482596,18483096,8.02889E-11,ACTL8,1,sienna4
chr3:75666171-75666671,chr3,75666171,75666671,8.0352E-11,LINC00960,1,sienna4
chr1:21525289-21525789,chr1,21525289,21525789,8.35509E-11,RAP1GAP,1,sienna4
chr15:84506622-84507122,chr15,84506622,84507122,8.40641E-11,SH3GL3,1,sienna4
chr1:110753502-110754002,chr1,110753502,110754002,8.45572E-11,"KCNC4, KCNA3",2,sienna4
chr10:134006742-134007242,chr10,134006742,134007242,8.46116E-11,STK32C,1,sienna4
chr6:17280777-17281277,chr6,17280777,17281277,8.55402E-11,RBM24,1,sienna4
chrX:93313041-93313541,chrX,93313041,93313541,8.74732E-11,NAP1L3,1,sienna4
chr15:73610377-73610877,chr15,73610377,73610877,8.81226E-11,HCN4,1,sienna4
chr3:139653283-139653783,chr3,139653283,139653783,8.85755E-11,CLSTN2,1,sienna4
chr5:173473529-173474029,chr5,173473529,173474029,8.87012E-11,NSG2,1,sienna4
chr6:150390759-150391259,chr6,150390759,150391259,8.9161E-11,ULBP3,1,sienna4
chr1:241242267-241242767,chr1,241242267,241242767,9.36711E-11,RGS7,1,sienna4
chr1:44036377-44036877,chr1,44036377,44036877,9.6403E-11,ATP6V0B,1,sienna4
chr7:31726537-31727037,chr7,31726537,31727037,9.68806E-11,PPP1R17,1,sienna4
chr2:31293165-31293665,chr2,31293165,31293665,1.02496E-10,EHD3,1,sienna4
chr9:101374208-101374708,chr9,101374208,101374708,1.057E-10,GABBR2,1,sienna4
chr4:6202102-6202602,chr4,6202102,6202602,1.06705E-10,"JAKMIP1, LINC02495",2,sienna4
chr1:98500981-98501481,chr1,98500981,98501481,1.0964E-10,MIR137HG,1,sienna4
chr4:117676203-117676703,chr4,117676203,117676703,1.09941E-10,TRAM1L1,1,sienna4
chr3:133115659-133116159,chr3,133115659,133116159,1.16187E-10,RAB6B,1,sienna4
chr3:122785627-122786127,chr3,122785627,122786127,1.1711E-10,PDIA5,1,sienna4
chr3:53915961-53916461,chr3,53915961,53916461,1.1926E-10,ACTR8,1,sienna4
chr9:134164851-134165351,chr9,134164851,134165351,1.22289E-10,PLPP7,1,sienna4
chr1:50606971-50607471,chr1,50606971,50607471,1.23094E-10,ELAVL4,1,sienna4
chr2:1994432-1994932,chr2,1994432,1994932,1.2633E-10,MYT1L,1,sienna4
chr9:122047175-122047675,chr9,122047175,122047675,1.28076E-10,BRINP1,1,sienna4
chrX:48929476-48929976,chrX,48929476,48929976,1.28533E-10,SYP,1,sienna4
chr2:75427222-75427722,chr2,75427222,75427722,1.34451E-10,TACR1,1,sienna4
chr2:170590079-170590579,chr2,170590079,170590579,1.36379E-10,KLHL23,1,sienna4
chr10:105040202-105040702,chr10,105040202,105040702,1.38357E-10,"INA, NEURL1",2,sienna4
chr9:23742728-23743228,chr9,23742728,23743228,1.38732E-10,ELAVL2,1,sienna4
chr10:101096906-101097406,chr10,101096906,101097406,1.40071E-10,CNNM1,1,sienna4
chr1:37513078-37513578,chr1,37513078,37513578,1.40878E-10,MEAF6,1,sienna4
chr2:73524329-73524829,chr2,73524329,73524829,1.4212E-10,FBXO41,1,sienna4
chr11:70449119-70449619,chr11,70449119,70449619,1.44916E-10,SHANK2,1,sienna4
chr10:3191162-3191662,chr10,3191162,3191662,1.48103E-10,PITRM1,1,sienna4
chr3:73482873-73483373,chr3,73482873,73483373,1.57041E-10,PDZRN3,1,sienna4
chr10:103052537-103053037,chr10,103052537,103053037,1.71157E-10,BTRC,1,sienna4
chr8:73163964-73164464,chr8,73163964,73164464,1.76572E-10,LOC392232,1,sienna4
chr20:43396804-43397304,chr20,43396804,43397304,1.77715E-10,RIMS4,1,sienna4
chr18:35101436-35101936,chr18,35101436,35101936,1.79363E-10,CELF4,1,sienna4
chr9:17750209-17750709,chr9,17750209,17750709,1.81327E-10,SH3GL2,1,sienna4
chr9:27362403-27362903,chr9,27362403,27362903,1.81876E-10,C9orf72,1,sienna4
chr6:14043532-14044032,chr6,14043532,14044032,2.07195E-10,RNF182,1,sienna4
chr1:29240673-29241173,chr1,29240673,29241173,2.15587E-10,EPB41,1,sienna4
chr11:47291348-47291848,chr11,47291348,47291848,2.18214E-10,MADD,1,sienna4
chr1:50800625-50801125,chr1,50800625,50801125,2.30055E-10,ELAVL4,1,sienna4
chr7:139208169-139208669,chr7,139208169,139208669,2.31865E-10,CLEC2L,1,sienna4
chr20:16994826-16995326,chr20,16994826,16995326,2.32943E-10,PCSK2,1,sienna4
chr11:88752916-88753416,chr11,88752916,88753416,2.38431E-10,GRM5,1,sienna4
chr1:27475452-27475952,chr1,27475452,27475952,2.52529E-10,NUDC,1,sienna4
chr6:84712830-84713330,chr6,84712830,84713330,2.60807E-10,SNAP91,1,sienna4
chr9:23842561-23843061,chr9,23842561,23843061,2.71786E-10,ELAVL2,1,sienna4
chr10:134237666-134238166,chr10,134237666,134238166,2.74798E-10,PWWP2B,1,sienna4
chr9:34522053-34522553,chr9,34522053,34522553,2.82888E-10,"C9orf24, ENHO, CNTFR, DCTN3, SIGMAR1",5,sienna4
chr3:21792511-21793011,chr3,21792511,21793011,2.87539E-10,ZNF385D,1,sienna4
chr1:18596686-18597186,chr1,18596686,18597186,2.94174E-10,IGSF21,1,sienna4
chr10:1592353-1592853,chr10,1592353,1592853,2.95418E-10,"IDI1, WDR37",2,sienna4
chr1:151683802-151684302,chr1,151683802,151684302,3.00652E-10,"CELF3, TDRKH, TDRKH-AS1",3,sienna4
chrX:51809434-51809934,chrX,51809434,51809934,3.0258E-10,"CENPVL3, CENPVL1, MAGED4",3,sienna4
chr6:37555677-37556177,chr6,37555677,37556177,3.11841E-10,RNF8,1,sienna4
chr5:6868241-6868741,chr5,6868241,6868741,3.2136E-10,LINC01018,1,sienna4
chr2:108336298-108336798,chr2,108336298,108336798,3.22508E-10,LINC01886,1,sienna4
chr3:154147727-154148227,chr3,154147727,154148227,3.26438E-10,GPR149,1,sienna4
chr10:50728404-50728904,chr10,50728404,50728904,3.27726E-10,DRGX,1,sienna4
chr4:5907892-5908392,chr4,5907892,5908392,3.3259E-10,JAKMIP1,1,sienna4
chr11:109293386-109293886,chr11,109293386,109293886,3.32804E-10,C11orf87,1,sienna4
chr12:119886459-119886959,chr12,119886459,119886959,3.32813E-10,SRRM4,1,sienna4
chr3:127327121-127327621,chr3,127327121,127327621,3.36577E-10,PODXL2,1,sienna4
chr18:35249051-35249551,chr18,35249051,35249551,3.59444E-10,CELF4,1,sienna4
chr10:72141531-72142031,chr10,72141531,72142031,3.81842E-10,LRRC20,1,sienna4
chr5:143591977-143592477,chr5,143591977,143592477,4.07208E-10,KCTD16,1,sienna4
chr18:35145945-35146445,chr18,35145945,35146445,4.10129E-10,CELF4,1,sienna4
chr11:33531210-33531710,chr11,33531210,33531710,4.12438E-10,"TCP11L1, KIAA1549L",2,sienna4
chr9:131581909-131582409,chr9,131581909,131582409,4.13136E-10,DOLPP1,1,sienna4
chr4:20985491-20985991,chr4,20985491,20985991,4.39075E-10,KCNIP4,1,sienna4
chr2:230579029-230579529,chr2,230579029,230579529,4.4773E-10,DNER,1,sienna4
chr10:29874590-29875090,chr10,29874590,29875090,4.50665E-10,SVIL-AS1,1,sienna4
chrX:150864417-150864917,chrX,150864417,150864917,4.50809E-10,PRRG3,1,sienna4
chr15:50473567-50474067,chr15,50473567,50474067,4.59397E-10,SLC27A2,1,sienna4
chr9:27110148-27110648,chr9,27110148,27110648,4.63281E-10,TEK,1,sienna4
chr22:17602895-17603395,chr22,17602895,17603395,4.76608E-10,TMEM121B,1,sienna4
chr11:70370931-70371431,chr11,70370931,70371431,4.83811E-10,SHANK2,1,sienna4
chr17:31020475-31020975,chr17,31020475,31020975,4.93276E-10,CDK5R1,1,sienna4
chr20:58239538-58240038,chr20,58239538,58240038,4.96117E-10,PHACTR3,1,sienna4
chr17:9929604-9930104,chr17,9929604,9930104,5.236E-10,GAS7,1,sienna4
chr1:181288021-181288521,chr1,181288021,181288521,5.51411E-10,CACNA1E,1,sienna4
chr3:33319582-33320082,chr3,33319582,33320082,5.54674E-10,"UBP1, CLASP2",2,sienna4
chr1:47013627-47014127,chr1,47013627,47014127,5.79299E-10,PIK3R3,1,sienna4
chr10:99675483-99675983,chr10,99675483,99675983,5.98285E-10,GOLGA7B,1,sienna4
chr2:73329925-73330425,chr2,73329925,73330425,6.04772E-10,FBXO41,1,sienna4
chr2:187713656-187714156,chr2,187713656,187714156,6.08277E-10,ZSWIM2,1,sienna4
chr5:6856716-6857216,chr5,6856716,6857216,6.24652E-10,UBE2QL1,1,sienna4
chr18:55104990-55105490,chr18,55104990,55105490,6.31389E-10,ONECUT2,1,sienna4
chr3:127316878-127317378,chr3,127316878,127317378,6.58311E-10,"MCM2, TPRA1",2,sienna4
chr1:44715171-44715671,chr1,44715171,44715671,6.65862E-10,ATP6V0B,1,sienna4
chr3:42190458-42190958,chr3,42190458,42190958,7.17311E-10,TRAK1,1,sienna4
chr11:75132226-75132726,chr11,75132226,75132726,7.18591E-10,"ARRB1, KLHL35",2,sienna4
chr5:58129868-58130368,chr5,58129868,58130368,7.23064E-10,RAB3C,1,sienna4
chr5:10307504-10308004,chr5,10307504,10308004,7.65194E-10,CMBL,1,sienna4
chr11:45259129-45259629,chr11,45259129,45259629,8.04366E-10,SYT13,1,sienna4
chr5:19856026-19856526,chr5,19856026,19856526,8.165E-10,CDH18,1,sienna4
chr3:15140508-15141008,chr3,15140508,15141008,8.1934E-10,RBSN,1,sienna4
chr18:40858278-40858778,chr18,40858278,40858778,8.3478E-10,SYT4,1,sienna4
chr3:49908891-49909391,chr3,49908891,49909391,8.43586E-10,"BSN, IP6K1, CAMKV, HYAL3",4,sienna4
chr11:8107569-8108069,chr11,8107569,8108069,8.55075E-10,TUB,1,sienna4
chr3:128712022-128712522,chr3,128712022,128712522,8.59451E-10,HMCES,1,sienna4
chr11:123553627-123554127,chr11,123553627,123554127,8.76738E-10,SCN3B,1,sienna4
chr1:154300907-154301407,chr1,154300907,154301407,8.8179E-10,ATP8B2,1,sienna4
chr19:15083490-15083990,chr19,15083490,15083990,8.95375E-10,SLC1A6,1,sienna4
chr10:13043466-13043966,chr10,13043466,13043966,8.96277E-10,CCDC3,1,sienna4
chr5:345873-346373,chr5,345873,346373,8.98768E-10,LRRC14B,1,sienna4
chr10:103390021-103390521,chr10,103390021,103390521,9.02918E-10,LDB1,1,sienna4
chr17:75880071-75880571,chr17,75880071,75880571,9.64406E-10,LINC01973,1,sienna4
chr1:111136392-111136892,chr1,111136392,111136892,9.78587E-10,"KCNC4, KCNA3",2,sienna4
chr1:241634107-241634607,chr1,241634107,241634607,9.88326E-10,RGS7,1,sienna4
chr12:99504552-99505052,chr12,99504552,99505052,9.94191E-10,ANKS1B,1,sienna4
chr3:16510168-16510668,chr3,16510168,16510668,1.05717E-09,PLCL2,1,sienna4
chr16:13139730-13140230,chr16,13139730,13140230,1.06151E-09,SHISA9,1,sienna4
chr20:9496330-9496830,chr20,9496330,9496830,1.06847E-09,LAMP5-AS1,1,sienna4
chr1:41116690-41117190,chr1,41116690,41117190,1.07767E-09,RIMS3,1,sienna4
chr10:11733223-11733723,chr10,11733223,11733723,1.09107E-09,UPF2,1,sienna4
chr1:201065037-201065537,chr1,201065037,201065537,1.10224E-09,KIF21B,1,sienna4
chr15:32322268-32322768,chr15,32322268,32322768,1.10336E-09,CHRNA7,1,sienna4
chr1:47020182-47020682,chr1,47020182,47020682,1.11649E-09,UQCRH,1,sienna4
chr1:47023687-47024187,chr1,47023687,47024187,1.1927E-09,PIK3R3,1,sienna4
chr2:242447873-242448373,chr2,242447873,242448373,1.20726E-09,STK25,1,sienna4
chrX:51239249-51239749,chrX,51239249,51239749,1.21721E-09,NUDT11,1,sienna4
chr3:123303723-123304223,chr3,123303723,123304223,1.22506E-09,"HACD2, MYLK-AS1",2,sienna4
chr3:49647169-49647669,chr3,49647169,49647669,1.22913E-09,"USP19, BSN, IP6K1, CAMKV",4,sienna4
chr20:37352466-37352966,chr20,37352466,37352966,1.28534E-09,SLC32A1,1,sienna4
chr11:75141990-75142490,chr11,75141990,75142490,1.2988E-09,KLHL35,1,sienna4
chr22:44597478-44597978,chr22,44597478,44597978,1.3117E-09,PNPLA5,1,sienna4
chr3:48510553-48511053,chr3,48510553,48511053,1.31464E-09,"CDC25A, IP6K2",2,sienna4
chr1:36184192-36184692,chr1,36184192,36184692,1.37446E-09,C1orf216,1,sienna4
chr3:50685711-50686211,chr3,50685711,50686211,1.47125E-09,"HYAL3, CACNA2D2, DOCK3",3,sienna4
chr3:62710643-62711143,chr3,62710643,62711143,1.60295E-09,CADPS,1,sienna4
chr22:44216101-44216601,chr22,44216101,44216601,1.65308E-09,"SULT4A1, PNPLA5",2,sienna4
chr4:6369225-6369725,chr4,6369225,6369725,1.66076E-09,JAKMIP1,1,sienna4
chr9:132955776-132956276,chr9,132955776,132956276,1.66572E-09,NCS1,1,sienna4
chrX:118369906-118370406,chrX,118369906,118370406,1.66766E-09,PGRMC1,1,sienna4
chr22:42258428-42258928,chr22,42258428,42258928,1.69902E-09,"SREBF2, SEPTIN3",2,sienna4
chr8:21967475-21967975,chr8,21967475,21967975,1.70461E-09,NUDT18,1,sienna4
chr16:10912271-10912771,chr16,10912271,10912771,1.73634E-09,TVP23A,1,sienna4
chr7:62528562-62529062,chr7,62528562,62529062,1.74498E-09,ZNF733P,1,sienna4
chr4:6362024-6362524,chr4,6362024,6362524,1.79233E-09,"C4orf50, JAKMIP1, MRFAP1",3,sienna4
chr10:103070126-103070626,chr10,103070126,103070626,1.81001E-09,BTRC,1,sienna4
chr3:133613647-133614147,chr3,133613647,133614147,1.8126E-09,RAB6B,1,sienna4
chr17:56405967-56406467,chr17,56405967,56406467,1.81492E-09,"TSPOAP1, TSPOAP1-AS1",2,sienna4
chr3:51753020-51753520,chr3,51753020,51753520,1.82983E-09,GRM2,1,sienna4
chr3:50396805-50397305,chr3,50396805,50397305,1.83124E-09,TMEM115,1,sienna4
chr3:63263684-63264184,chr3,63263684,63264184,1.86021E-09,SYNPR,1,sienna4
chr10:71134358-71134858,chr10,71134358,71134858,1.89773E-09,FAM241B,1,sienna4
chr3:63428585-63429085,chr3,63428585,63429085,1.93251E-09,SYNPR,1,sienna4
chr1:181557635-181558135,chr1,181557635,181558135,1.94949E-09,CACNA1E,1,sienna4
chr3:49878514-49879014,chr3,49878514,49879014,2.06877E-09,CAMKV,1,sienna4
chr15:32321495-32321995,chr15,32321495,32321995,2.06963E-09,CHRNA7,1,sienna4
chr22:48027184-48027684,chr22,48027184,48027684,2.11635E-09,"LINC00898, LOC284930",2,sienna4
chr11:117652712-117653212,chr11,117652712,117653212,2.12933E-09,DSCAML1,1,sienna4
chr9:27111127-27111627,chr9,27111127,27111627,2.21105E-09,TEK,1,sienna4
chr12:6933238-6933738,chr12,6933238,6933738,2.21932E-09,GNB3,1,sienna4
chr6:146349907-146350407,chr6,146349907,146350407,2.23566E-09,GRM1,1,sienna4
chr9:4490998-4491498,chr9,4490998,4491498,2.24638E-09,"SLC1A1, PLPP6",2,sienna4
chr1:181487223-181487723,chr1,181487223,181487723,2.25517E-09,CACNA1E,1,sienna4
chr5:137071564-137072064,chr5,137071564,137072064,2.25648E-09,KLHL3,1,sienna4
chr10:126716356-126716856,chr10,126716356,126716856,2.27325E-09,CTBP2,1,sienna4
chr18:45720971-45721471,chr18,45720971,45721471,2.28379E-09,ZBTB7C,1,sienna4
chr18:11688123-11688623,chr18,11688123,11688623,2.31513E-09,GNAL,1,sienna4
chr20:58179216-58179716,chr20,58179216,58179716,2.32224E-09,PHACTR3,1,sienna4
chr1:217067824-217068324,chr1,217067824,217068324,2.34534E-09,ESRRG,1,sienna4
chr11:108994962-108995462,chr11,108994962,108995462,2.46242E-09,C11orf87,1,sienna4
chr9:22645865-22646365,chr9,22645865,22646365,2.49751E-09,LINC01239,1,sienna4
chr10:123858337-123858837,chr10,123858337,123858837,2.52595E-09,PLEKHA1,1,sienna4
chr5:173750908-173751408,chr5,173750908,173751408,2.54352E-09,NSG2,1,sienna4
chr3:51739990-51740490,chr3,51739990,51740490,2.67964E-09,GRM2,1,sienna4
chr5:113390924-113391424,chr5,113390924,113391424,2.68821E-09,KCNN2,1,sienna4
chr9:23446306-23446806,chr9,23446306,23446806,2.76751E-09,ELAVL2,1,sienna4
chr12:118084349-118084849,chr12,118084349,118084849,2.86537E-09,KSR2,1,sienna4
chr1:110025839-110026339,chr1,110025839,110026339,2.89746E-09,ATXN7L2,1,sienna4
chr10:5005303-5005803,chr10,5005303,5005803,2.95445E-09,AKR1C1,1,sienna4
chr3:13114743-13115243,chr3,13114743,13115243,3.02087E-09,IQSEC1,1,sienna4
chr20:9049071-9049571,chr20,9049071,9049571,3.09321E-09,PLCB4,1,sienna4
chr9:121966132-121966632,chr9,121966132,121966632,3.11238E-09,BRINP1,1,sienna4
chr9:23321005-23321505,chr9,23321005,23321505,3.21026E-09,ELAVL2,1,sienna4
chr15:91741741-91742241,chr15,91741741,91742241,3.2983E-09,SV2B,1,sienna4
chr3:43198259-43198759,chr3,43198259,43198759,3.34046E-09,SNRK,1,sienna4
chr20:36036026-36036526,chr20,36036026,36036526,3.36717E-09,SRC,1,sienna4
chr18:35113463-35113963,chr18,35113463,35113963,3.38332E-09,CELF4,1,sienna4
chr3:50775575-50776075,chr3,50775575,50776075,3.44422E-09,"CACNA2D2, DOCK3",2,sienna4
chr11:70349873-70350373,chr11,70349873,70350373,3.47976E-09,SHANK2,1,sienna4
chr11:17757333-17757833,chr11,17757333,17757833,3.61076E-09,KCNC1,1,sienna4
chr12:46662598-46663098,chr12,46662598,46663098,3.80216E-09,SLC38A1,1,sienna4
chr19:57494516-57495016,chr19,57494516,57495016,3.80743E-09,SMIM17,1,sienna4
chr15:40615382-40615882,chr15,40615382,40615882,3.85332E-09,INAFM2,1,sienna4
chr1:181158951-181159451,chr1,181158951,181159451,3.9262E-09,CACNA1E,1,sienna4
chr12:129456395-129456895,chr12,129456395,129456895,3.97329E-09,GLT1D1,1,sienna4
chr3:48229787-48230287,chr3,48229787,48230287,3.98951E-09,CDC25A,1,sienna4
chr9:23644374-23644874,chr9,23644374,23644874,4.04077E-09,ELAVL2,1,sienna4
chr12:2548790-2549290,chr12,2548790,2549290,4.11036E-09,CACNA1C,1,sienna4
chr1:219957122-219957622,chr1,219957122,219957622,4.24391E-09,SLC30A10,1,sienna4
chr22:43863008-43863508,chr22,43863008,43863508,4.29265E-09,PNPLA5,1,sienna4
chr5:6084401-6084901,chr5,6084401,6084901,4.30089E-09,UBE2QL1,1,sienna4
chr10:99608770-99609270,chr10,99608770,99609270,4.36777E-09,GOLGA7B,1,sienna4
chr10:105400492-105400992,chr10,105400492,105400992,4.44031E-09,INA,1,sienna4
chr10:1422081-1422581,chr10,1422081,1422581,4.51073E-09,"IDI1, WDR37",2,sienna4
chr6:39197078-39197578,chr6,39197078,39197578,4.55538E-09,KCNK5,1,sienna4
chrX:68730037-68730537,chrX,68730037,68730537,4.5989E-09,PJA1,1,sienna4
chr3:49933702-49934202,chr3,49933702,49934202,4.79139E-09,"BSN, CAMKV",2,sienna4
chr15:93016924-93017424,chr15,93016924,93017424,4.86631E-09,ST8SIA2,1,sienna4
chr1:151690546-151691046,chr1,151690546,151691046,4.88361E-09,"CELF3, TDRKH, TDRKH-AS1",3,sienna4
chr18:11751725-11752225,chr18,11751725,11752225,5.11984E-09,GNAL,1,sienna4
chr10:12783463-12783963,chr10,12783463,12783963,5.13366E-09,OPTN,1,sienna4
chr3:15568646-15569146,chr3,15568646,15569146,5.38605E-09,"SH3BP5-AS1, EAF1",2,sienna4
chrX:93312341-93312841,chrX,93312341,93312841,5.53559E-09,"NAP1L3, FAM133A",2,sienna4
chr1:18434007-18434507,chr1,18434007,18434507,5.56245E-09,IGSF21,1,sienna4
chr11:75039462-75039962,chr11,75039462,75039962,5.65616E-09,KLHL35,1,sienna4
chr7:41732921-41733421,chr7,41732921,41733421,5.65964E-09,INHBA-AS1,1,sienna4
chr2:95970536-95971036,chr2,95970536,95971036,5.73873E-09,KCNIP3,1,sienna4
chr18:35114041-35114541,chr18,35114041,35114541,6.00992E-09,CELF4,1,sienna4
chr9:122097029-122097529,chr9,122097029,122097529,6.04074E-09,BRINP1,1,sienna4
chr8:130951970-130952470,chr8,130951970,130952470,6.06396E-09,FAM49B,1,sienna4
chr11:70650404-70650904,chr11,70650404,70650904,6.10355E-09,SHANK2,1,sienna4
chr3:50914350-50914850,chr3,50914350,50914850,6.12726E-09,DOCK3,1,sienna4
chr3:24452309-24452809,chr3,24452309,24452809,6.21599E-09,"RPL15, THRB",2,sienna4
chr3:48130239-48130739,chr3,48130239,48130739,6.2361E-09,MAP4,1,sienna4
chr9:27108871-27109371,chr9,27108871,27109371,6.38078E-09,TEK,1,sienna4
chr10:77406629-77407129,chr10,77406629,77407129,6.49058E-09,LRMDA,1,sienna4
chrX:53821988-53822488,chrX,53821988,53822488,6.56974E-09,HUWE1,1,sienna4
chr6:157418484-157418984,chr6,157418484,157418984,6.6166E-09,ARID1B,1,sienna4
chr8:56144464-56144964,chr8,56144464,56144964,6.69886E-09,XKR4,1,sienna4
chr9:23673944-23674444,chr9,23673944,23674444,6.7502E-09,ELAVL2,1,sienna4
chr3:69171533-69172033,chr3,69171533,69172033,6.89745E-09,LMOD3,1,sienna4
chr17:49986171-49986671,chr17,49986171,49986671,6.98521E-09,CA10,1,sienna4
chr3:63179364-63179864,chr3,63179364,63179864,7.13122E-09,CADPS,1,sienna4
chr5:156113972-156114472,chr5,156113972,156114472,7.6243E-09,SGCD,1,sienna4
chr16:85555851-85556351,chr16,85555851,85556351,4.01943E-22,"GSE1, GINS2",2,magenta4
